상행평일,상행토요일,상행휴일,하행평일,하행토요일,하행휴일
5:30,5:30,5:30,5:55,5:55,5:55
5:41,5:41,5:41,6:09,6:09,6:09
5:53,5:53,5:53,6:23,6:23,6:23
6:04,6:04,6:04,6:35,6:35,6:35
6:14,6:14,6:14,6:46,6:46,6:46
6:24,6:24,6:24,6:56,6:56,6:56
6:33,6:33,6:33,7:06,7:06,7:06
6:42,6:42,6:42,7:15,7:15,7:15
6:50,6:50,6:50,7:24,7:23,7:23
6:58,6:58,6:58,7:32,7:31,7:31
7:06,7:06,7:06,7:39,7:39,7:39
7:13,7:14,7:14,7:45,7:47,7:47
7:20,7:22,7:22,7:51,7:55,7:55
7:27,7:30,7:30,7:57,8:03,8:03
7:34,7:38,7:38,8:03,8:11,8:11
7:39,7:46,7:46,8:08,8:18,8:19
7:44,7:53,7:54,8:13,8:25,8:27
7:49,8:00,8:02,8:18,8:32,8:35
7:54,8:07,8:10,8:23,8:39,8:43
7:59,8:14,8:18,8:28,8:46,8:51
8:04,8:21,8:26,8:33,8:53,8:59
8:09,8:28,8:34,8:38,9:00,9:07
8:14,8:35,8:42,8:43,9:07,9:15
8:19,8:42,8:50,8:48,9:14,9:23
8:24,8:49,8:58,8:53,9:21,9:31
8:29,8:56,9:06,8:58,9:28,9:39
8:34,9:03,9:14,9:03,9:35,9:47
8:39,9:10,9:22,9:08,9:42,9:55
8:44,9:17,9:30,9:13,9:49,10:03
8:49,9:24,9:38,9:18,9:56,10:11
8:54,9:31,9:46,9:23,10:03,10:19
8:59,9:38,9:54,9:28,10:10,10:27
9:04,9:46,10:02,9:33,10:18,10:35
9:09,9:54,10:10,9:38,10:26,10:43
9:14,10:02,10:18,9:43,10:34,10:51
9:20,10:10,10:26,9:49,10:42,10:59
9:26,10:18,10:34,9:55,10:50,11:07
9:32,10:26,10:42,10:02,10:58,11:15
9:38,10:34,10:50,10:10,11:06,11:23
9:45,10:42,10:58,10:18,11:14,11:31
9:52,10:50,11:06,10:26,11:22,11:39
10:00,10:58,11:14,10:34,11:30,11:47
10:08,11:06,11:22,10:42,11:38,11:55
10:16,11:14,11:30,10:50,11:46,12:03
10:24,11:22,11:38,10:58,11:54,12:11
10:32,11:30,11:46,11:06,12:02,12:19
10:40,11:38,11:54,11:14,12:10,12:27
10:48,11:46,12:02,11:22,12:18,12:35
10:56,11:54,12:10,11:30,12:26,12:43
11:04,12:02,12:18,11:38,12:34,12:51
11:12,12:10,12:26,11:46,12:42,12:59
11:20,12:18,12:34,11:54,12:50,13:07
11:28,12:26,12:42,12:02,12:58,13:15
11:36,12:33,12:50,12:10,13:06,13:23
11:44,12:40,12:58,12:18,13:13,13:31
11:52,12:47,13:06,12:26,13:19,13:39
12:00,12:53,13:14,12:34,13:25,13:47
12:08,12:59,13:22,12:42,13:31,13:55
12:16,13:05,13:30,12:50,13:37,14:03
12:24,13:11,13:38,12:58,13:43,14:11
12:32,13:17,13:46,13:06,13:49,14:19
12:40,13:23,13:54,13:14,13:55,14:27
12:48,13:29,14:02,13:22,14:01,14:35
12:56,13:35,14:10,13:30,14:07,14:43
13:04,13:41,14:18,13:38,14:13,14:51
13:12,13:47,14:26,13:46,14:19,14:59
13:20,13:53,14:34,13:54,14:25,15:07
13:28,13:59,14:42,14:02,14:31,15:15
13:36,14:05,14:50,14:10,14:38,15:23
13:44,14:12,14:58,14:18,14:45,15:31
13:52,14:19,15:06,14:26,14:52,15:39
14:00,14:27,15:14,14:34,15:00,15:47
14:08,14:35,15:22,14:42,15:08,15:55
14:16,14:43,15:30,14:50,15:16,16:03
14:24,14:51,15:38,14:58,15:24,16:11
14:32,14:59,15:46,15:06,15:32,16:19
14:40,15:07,15:54,15:14,15:40,16:27
14:48,15:15,16:02,15:22,15:48,16:35
14:56,15:23,16:10,15:30,15:56,16:43
15:04,15:31,16:18,15:38,16:04,16:51
15:12,15:39,16:26,15:46,16:12,16:59
15:20,15:47,16:34,15:54,16:20,17:07
15:28,15:55,16:42,16:02,16:28,17:15
15:36,16:03,16:50,16:10,16:36,17:23
15:44,16:11,16:58,16:18,16:44,17:31
15:52,16:19,17:06,16:26,16:52,17:39
16:00,16:27,17:14,16:34,17:00,17:47
16:08,16:35,17:22,16:42,17:08,17:55
16:16,16:43,17:30,16:50,17:16,18:03
16:24,16:51,17:38,16:58,17:24,18:11
16:32,16:59,17:46,17:06,17:32,18:19
16:40,17:07,17:54,17:14,17:40,18:27
16:48,17:15,18:02,17:22,17:48,18:35
16:56,17:23,18:10,17:30,17:56,18:43
17:04,17:31,18:18,17:38,18:04,18:51
17:12,17:39,18:26,17:46,18:12,18:59
17:20,17:46,18:34,17:54,18:19,19:07
17:28,17:53,18:42,18:02,18:26,19:15
17:36,18:00,18:50,18:10,18:33,19:23
17:44,18:06,18:58,18:18,18:39,19:31
17:52,18:12,19:06,18:25,18:45,19:39
18:00,18:18,19:14,18:32,18:51,19:47
18:08,18:24,19:22,18:38,18:57,19:55
18:15,18:30,19:30,18:44,19:03,20:03
18:21,18:36,19:38,18:50,19:09,20:11
18:26,18:42,19:46,18:55,19:15,20:19
18:31,18:48,19:54,19:00,19:21,20:27
18:36,18:55,20:02,19:05,19:28,20:35
18:41,19:02,20:10,19:10,19:35,20:43
18:46,19:09,20:18,19:15,19:42,20:51
