상행평일,상행토요일,상행휴일,하행평일,하행토요일,하행휴일
5:31,5:31,5:31,5:54,5:54,5:54
5:43,5:43,5:43,6:07,6:07,6:07
5:55,5:55,5:55,6:21,6:21,6:21
6:06,6:06,6:06,6:33,6:33,6:33
6:16,6:16,6:16,6:44,6:44,6:44
6:26,6:26,6:26,6:54,6:54,6:54
6:35,6:35,6:35,7:04,7:04,7:04
6:44,6:44,6:44,7:13,7:13,7:13
6:52,6:52,6:52,7:22,7:21,7:21
7:00,7:00,7:00,7:30,7:29,7:29
7:08,7:08,7:08,7:37,7:37,7:37
7:15,7:16,7:16,7:43,7:45,7:45
7:22,7:24,7:24,7:49,7:53,7:53
7:29,7:32,7:32,7:55,8:01,8:01
7:36,7:40,7:40,8:01,8:09,8:09
7:41,7:48,7:48,8:06,8:16,8:17
7:46,7:55,7:56,8:11,8:23,8:25
7:51,8:02,8:04,8:16,8:30,8:33
7:56,8:09,8:12,8:21,8:37,8:41
8:01,8:16,8:20,8:26,8:44,8:49
8:06,8:23,8:28,8:31,8:51,8:57
8:11,8:30,8:36,8:36,8:58,9:05
8:16,8:37,8:44,8:41,9:05,9:13
8:21,8:44,8:52,8:46,9:12,9:21
8:26,8:51,9:00,8:51,9:19,9:29
8:31,8:58,9:08,8:56,9:26,9:37
8:36,9:05,9:16,9:01,9:33,9:45
8:41,9:12,9:24,9:06,9:40,9:53
8:46,9:19,9:32,9:11,9:47,10:01
8:51,9:26,9:40,9:16,9:54,10:09
8:56,9:33,9:48,9:21,10:01,10:17
9:01,9:40,9:56,9:26,10:08,10:25
9:06,9:48,10:04,9:31,10:16,10:33
9:11,9:56,10:12,9:36,10:24,10:41
9:16,10:04,10:20,9:41,10:32,10:49
9:22,10:12,10:28,9:47,10:40,10:57
9:28,10:20,10:36,9:53,10:48,11:05
9:34,10:28,10:44,10:00,10:56,11:13
9:40,10:36,10:52,10:08,11:04,11:21
9:47,10:44,11:00,10:16,11:12,11:29
9:54,10:52,11:08,10:24,11:20,11:37
10:02,11:00,11:16,10:32,11:28,11:45
10:10,11:08,11:24,10:40,11:36,11:53
10:18,11:16,11:32,10:48,11:44,12:01
10:26,11:24,11:40,10:56,11:52,12:09
10:34,11:32,11:48,11:04,12:00,12:17
10:42,11:40,11:56,11:12,12:08,12:25
10:50,11:48,12:04,11:20,12:16,12:33
10:58,11:56,12:12,11:28,12:24,12:41
11:06,12:04,12:20,11:36,12:32,12:49
11:14,12:12,12:28,11:44,12:40,12:57
11:22,12:20,12:36,11:52,12:48,13:05
11:30,12:28,12:44,12:00,12:56,13:13
11:38,12:35,12:52,12:08,13:04,13:21
11:46,12:42,13:00,12:16,13:11,13:29
11:54,12:49,13:08,12:24,13:17,13:37
12:02,12:55,13:16,12:32,13:23,13:45
12:10,13:01,13:24,12:40,13:29,13:53
12:18,13:07,13:32,12:48,13:35,14:01
12:26,13:13,13:40,12:56,13:41,14:09
12:34,13:19,13:48,13:04,13:47,14:17
12:42,13:25,13:56,13:12,13:53,14:25
12:50,13:31,14:04,13:20,13:59,14:33
12:58,13:37,14:12,13:28,14:05,14:41
13:06,13:43,14:20,13:36,14:11,14:49
13:14,13:49,14:28,13:44,14:17,14:57
13:22,13:55,14:36,13:52,14:23,15:05
13:30,14:01,14:44,14:00,14:29,15:13
13:38,14:07,14:52,14:08,14:36,15:21
13:46,14:14,15:00,14:16,14:43,15:29
13:54,14:21,15:08,14:24,14:50,15:37
14:02,14:29,15:16,14:32,14:58,15:45
14:10,14:37,15:24,14:40,15:06,15:53
14:18,14:45,15:32,14:48,15:14,16:01
14:26,14:53,15:40,14:56,15:22,16:09
14:34,15:01,15:48,15:04,15:30,16:17
14:42,15:09,15:56,15:12,15:38,16:25
14:50,15:17,16:04,15:20,15:46,16:33
14:58,15:25,16:12,15:28,15:54,16:41
15:06,15:33,16:20,15:36,16:02,16:49
15:14,15:41,16:28,15:44,16:10,16:57
15:22,15:49,16:36,15:52,16:18,17:05
15:30,15:57,16:44,16:00,16:26,17:13
15:38,16:05,16:52,16:08,16:34,17:21
15:46,16:13,17:00,16:16,16:42,17:29
15:54,16:21,17:08,16:24,16:50,17:37
16:02,16:29,17:16,16:32,16:58,17:45
16:10,16:37,17:24,16:40,17:06,17:53
16:18,16:45,17:32,16:48,17:14,18:01
16:26,16:53,17:40,16:56,17:22,18:09
16:34,17:01,17:48,17:04,17:30,18:17
16:42,17:09,17:56,17:12,17:38,18:25
16:50,17:17,18:04,17:20,17:46,18:33
16:58,17:25,18:12,17:28,17:54,18:41
17:06,17:33,18:20,17:36,18:02,18:49
17:14,17:41,18:28,17:44,18:10,18:57
17:22,17:48,18:36,17:52,18:17,19:05
17:30,17:55,18:44,18:00,18:24,19:13
17:38,18:02,18:52,18:08,18:31,19:21
17:46,18:08,19:00,18:16,18:37,19:29
17:54,18:14,19:08,18:23,18:43,19:37
18:02,18:20,19:16,18:30,18:49,19:45
18:10,18:26,19:24,18:36,18:55,19:53
18:17,18:32,19:32,18:42,19:01,20:01
18:23,18:38,19:40,18:48,19:07,20:09
