상행평일,상행토요일,상행휴일,하행평일,하행토요일,하행휴일
5:31,5:31,5:31,6:05,6:05,6:05
5:43,5:43,5:43,6:19,6:19,6:19
5:54,5:54,5:54,6:32,6:32,6:32
6:04,6:04,6:04,6:44,6:44,6:44
6:14,6:14,6:14,6:55,6:55,6:55
6:23,6:23,6:23,7:05,7:05,7:05
6:32,6:32,6:32,7:15,7:15,7:15
6:40,6:40,6:40,7:24,7:24,7:24
6:48,6:48,6:48,7:33,7:32,7:32
6:56,6:56,6:56,7:41,7:40,7:40
7:03,7:04,7:04,7:48,7:48,7:48
7:10,7:12,7:12,7:54,7:56,7:56
7:17,7:20,7:20,8:00,8:04,8:04
7:24,7:28,7:28,8:06,8:12,8:12
7:29,7:36,7:36,8:12,8:20,8:20
7:34,7:43,7:44,8:17,8:27,8:28
7:39,7:50,7:52,8:22,8:34,8:36
7:44,7:57,8:00,8:27,8:41,8:44
7:49,8:04,8:08,8:32,8:48,8:52
7:54,8:11,8:16,8:37,8:55,9:00
7:59,8:18,8:24,8:42,9:02,9:08
8:04,8:25,8:32,8:47,9:09,9:16
8:09,8:32,8:40,8:52,9:16,9:24
8:14,8:39,8:48,8:57,9:23,9:32
8:19,8:46,8:56,9:02,9:30,9:40
8:24,8:53,9:04,9:07,9:37,9:48
8:29,9:00,9:12,9:12,9:44,9:56
8:34,9:07,9:20,9:17,9:51,10:04
8:39,9:14,9:28,9:22,9:58,10:12
8:44,9:21,9:36,9:27,10:05,10:20
8:49,9:28,9:44,9:32,10:12,10:28
8:54,9:36,9:52,9:37,10:19,10:36
8:59,9:44,10:00,9:42,10:27,10:44
9:04,9:52,10:08,9:47,10:35,10:52
9:10,10:00,10:16,9:52,10:43,11:00
9:16,10:08,10:24,9:58,10:51,11:08
9:22,10:16,10:32,10:04,10:59,11:16
9:28,10:24,10:40,10:11,11:07,11:24
9:35,10:32,10:48,10:19,11:15,11:32
9:42,10:40,10:56,10:27,11:23,11:40
9:50,10:48,11:04,10:35,11:31,11:48
9:58,10:56,11:12,10:43,11:39,11:56
10:06,11:04,11:20,10:51,11:47,12:04
10:14,11:12,11:28,10:59,11:55,12:12
10:22,11:20,11:36,11:07,12:03,12:20
10:30,11:28,11:44,11:15,12:11,12:28
10:38,11:36,11:52,11:23,12:19,12:36
10:46,11:44,12:00,11:31,12:27,12:44
10:54,11:52,12:08,11:39,12:35,12:52
11:02,12:00,12:16,11:47,12:43,13:00
11:10,12:08,12:24,11:55,12:51,13:08
11:18,12:16,12:32,12:03,12:59,13:16
11:26,12:23,12:40,12:11,13:07,13:24
11:34,12:30,12:48,12:19,13:15,13:32
11:42,12:37,12:56,12:27,13:22,13:40
11:50,12:43,13:04,12:35,13:28,13:48
11:58,12:49,13:12,12:43,13:34,13:56
12:06,12:55,13:20,12:51,13:40,14:04
12:14,13:01,13:28,12:59,13:46,14:12
12:22,13:07,13:36,13:07,13:52,14:20
12:30,13:13,13:44,13:15,13:58,14:28
12:38,13:19,13:52,13:23,14:04,14:36
12:46,13:25,14:00,13:31,14:10,14:44
12:54,13:31,14:08,13:39,14:16,14:52
13:02,13:37,14:16,13:47,14:22,15:00
13:10,13:43,14:24,13:55,14:28,15:08
13:18,13:49,14:32,14:03,14:34,15:16
13:26,13:55,14:40,14:11,14:40,15:24
13:34,14:02,14:48,14:19,14:47,15:32
13:42,14:09,14:56,14:27,14:54,15:40
13:50,14:17,15:04,14:35,15:01,15:48
13:58,14:25,15:12,14:43,15:09,15:56
14:06,14:33,15:20,14:51,15:17,16:04
14:14,14:41,15:28,14:59,15:25,16:12
14:22,14:49,15:36,15:07,15:33,16:20
14:30,14:57,15:44,15:15,15:41,16:28
14:38,15:05,15:52,15:23,15:49,16:36
14:46,15:13,16:00,15:31,15:57,16:44
14:54,15:21,16:08,15:39,16:05,16:52
15:02,15:29,16:16,15:47,16:13,17:00
15:10,15:37,16:24,15:55,16:21,17:08
15:18,15:45,16:32,16:03,16:29,17:16
15:26,15:53,16:40,16:11,16:37,17:24
15:34,16:01,16:48,16:19,16:45,17:32
15:42,16:09,16:56,16:27,16:53,17:40
15:50,16:17,17:04,16:35,17:01,17:48
15:58,16:25,17:12,16:43,17:09,17:56
16:06,16:33,17:20,16:51,17:17,18:04
16:14,16:41,17:28,16:59,17:25,18:12
16:22,16:49,17:36,17:07,17:33,18:20
16:30,16:57,17:44,17:15,17:41,18:28
16:38,17:05,17:52,17:23,17:49,18:36
16:46,17:13,18:00,17:31,17:57,18:44
16:54,17:21,18:08,17:39,18:05,18:52
17:02,17:29,18:16,17:47,18:13,19:00
17:10,17:36,18:24,17:55,18:21,19:08
17:18,17:43,18:32,18:03,18:28,19:16
17:26,17:50,18:40,18:11,18:35,19:24
17:34,17:56,18:48,18:19,18:42,19:32
17:42,18:02,18:56,18:27,18:48,19:40
17:50,18:08,19:04,18:34,18:54,19:48
17:58,18:14,19:12,18:41,19:00,19:56
18:05,18:20,19:20,18:47,19:06,20:04
18:11,18:26,19:28,18:53,19:12,20:12
18:16,18:32,19:36,18:59,19:18,20:20
18:21,18:38,19:44,19:04,19:24,20:28
18:26,18:45,19:52,19:09,19:30,20:36
18:31,18:52,20:00,19:14,19:37,20:44
