상행평일,상행토요일,상행휴일,하행평일,하행토요일,하행휴일
5:57,5:57,5:57,5:30,5:30,5:30
6:11,6:11,6:11,5:43,5:43,5:43
6:22,6:22,6:22,5:53,5:53,5:53
6:33,6:33,6:33,6:03,6:03,6:03
6:44,6:44,6:44,6:11,6:13,6:13
6:54,6:55,6:55,6:18,6:23,6:23
7:04,7:05,7:05,6:25,6:33,6:33
7:14,7:15,7:15,6:32,6:42,6:42
7:24,7:25,7:25,6:39,6:51,6:51
7:34,7:35,7:35,6:46,7:00,7:00
7:42,7:45,7:45,6:52,7:09,7:09
7:49,7:55,7:55,6:57,7:18,7:18
7:57,8:05,8:05,7:02,7:26,7:26
8:03,8:14,8:14,7:07,7:34,7:34
8:09,8:23,8:23,7:12,7:42,7:42
8:15,8:32,8:32,7:17,7:50,7:50
8:22,8:41,8:41,7:22,7:58,7:58
8:27,8:50,8:50,7:27,8:06,8:06
8:32,8:59,8:59,7:32,8:14,8:14
8:37,9:08,9:08,7:37,8:22,8:22
8:42,9:17,9:17,7:42,8:30,8:30
8:47,9:26,9:26,7:47,8:38,8:38
8:51,9:35,9:35,7:52,8:46,8:46
8:56,9:44,9:44,7:57,8:54,8:54
9:01,9:53,9:53,8:02,9:02,9:02
9:06,10:02,10:02,8:07,9:10,9:10
9:11,10:10,10:10,8:12,9:18,9:18
9:16,10:18,10:18,8:17,9:26,9:26
9:21,10:26,10:26,8:23,9:34,9:34
9:27,10:34,10:34,8:29,9:42,9:42
9:32,10:42,10:42,8:35,9:50,9:50
9:37,10:50,10:50,8:41,9:58,9:58
9:43,10:58,10:58,8:48,10:06,10:06
9:50,11:06,11:06,8:55,10:14,10:14
9:57,11:14,11:14,9:02,10:22,10:22
10:04,11:22,11:22,9:09,10:30,10:30
10:11,11:30,11:30,9:16,10:38,10:38
10:18,11:38,11:38,9:23,10:46,10:46
10:25,11:46,11:46,9:30,10:54,10:54
10:32,11:54,11:54,9:37,11:02,11:02
10:39,12:02,12:02,9:44,11:10,11:10
10:46,12:10,12:10,9:51,11:18,11:18
10:53,12:18,12:18,9:58,11:26,11:26
11:01,12:26,12:26,10:05,11:34,11:34
11:09,12:34,12:34,10:12,11:42,11:42
11:17,12:42,12:42,10:19,11:50,11:50
11:25,12:50,12:50,10:27,11:58,11:58
11:33,12:58,12:58,10:35,12:06,12:06
11:41,13:06,13:06,10:43,12:14,12:14
11:49,13:14,13:14,10:51,12:22,12:22
11:57,13:22,13:22,10:59,12:30,12:30
12:05,13:30,13:30,11:07,12:37,12:38
12:13,13:38,13:38,11:15,12:44,12:46
12:21,13:45,13:46,11:23,12:50,12:54
12:29,13:52,13:54,11:31,12:56,13:02
12:37,13:58,14:02,11:39,13:02,13:10
12:45,14:04,14:10,11:47,13:08,13:18
12:53,14:10,14:18,11:55,13:14,13:26
13:01,14:16,14:26,12:03,13:20,13:34
13:09,14:22,14:34,12:11,13:26,13:42
13:17,14:28,14:42,12:19,13:32,13:50
13:25,14:34,14:50,12:27,13:38,13:58
13:33,14:40,14:58,12:35,13:44,14:06
13:41,14:46,15:06,12:43,13:50,14:14
13:49,14:52,15:14,12:51,13:56,14:22
13:57,14:58,15:22,12:59,14:02,14:30
14:05,15:04,15:30,13:07,14:08,14:38
14:13,15:10,15:38,13:15,14:14,14:46
14:21,15:16,15:46,13:23,14:20,14:54
14:29,15:22,15:54,13:31,14:26,15:02
14:37,15:28,16:02,13:39,14:32,15:10
14:45,15:34,16:10,13:47,14:38,15:18
14:53,15:40,16:18,13:55,14:46,15:26
15:01,15:47,16:26,14:03,14:54,15:34
15:09,15:54,16:34,14:11,15:02,15:42
15:17,16:02,16:42,14:19,15:10,15:50
15:25,16:10,16:50,14:27,15:18,15:58
15:33,16:18,16:58,14:35,15:26,16:06
15:41,16:26,17:06,14:43,15:34,16:14
15:49,16:34,17:14,14:51,15:42,16:22
15:57,16:42,17:22,14:59,15:50,16:30
16:05,16:50,17:30,15:07,15:58,16:38
16:13,16:58,17:38,15:15,16:06,16:46
16:21,17:06,17:46,15:23,16:14,16:54
16:29,17:14,17:54,15:31,16:22,17:02
16:37,17:22,18:02,15:39,16:30,17:10
16:45,17:30,18:11,15:47,16:38,17:18
16:53,17:38,18:18,15:55,16:46,17:26
17:01,17:46,18:25,16:03,16:54,17:34
17:09,17:54,18:32,16:11,17:02,17:41
17:17,18:02,18:39,16:19,17:10,17:48
17:25,18:10,18:46,16:27,17:17,17:55
17:33,18:18,18:53,16:35,17:23,18:02
17:41,18:25,19:00,16:43,17:29,18:09
17:48,18:31,19:07,16:51,17:35,18:16
17:55,18:37,19:14,16:59,17:41,18:23
18:02,18:43,19:21,17:07,17:47,18:30
18:10,18:49,19:28,17:14,17:53,18:37
18:16,18:55,19:35,17:21,17:59,18:44
18:23,19:01,19:42,17:28,18:05,18:51
18:30,19:07,19:49,17:34,18:11,18:58
18:37,19:13,19:56,17:40,18:17,19:05
18:45,19:19,20:03,17:45,18:23,19:12
18:51,19:25,20:10,17:50,18:29,19:19
18:56,19:31,20:17,17:55,18:35,19:26
19:01,19:37,20:23,18:00,18:41,19:33
19:06,19:43,20:30,18:05,18:47,19:40
19:11,19:49,20:37,18:10,18:53,19:47
