상행평일,상행토요일,상행휴일,하행평일,하행토요일,하행휴일
5:36,5:36,5:36,5:50,5:50,5:50
5:51,5:51,5:51,6:03,6:03,6:03
6:02,6:02,6:02,6:13,6:13,6:13
6:13,6:13,6:13,6:23,6:23,6:23
6:24,6:24,6:24,6:31,6:33,6:33
6:34,6:35,6:35,6:38,6:43,6:43
6:44,6:45,6:45,6:45,6:53,6:53
6:54,6:55,6:55,6:52,7:02,7:02
7:04,7:05,7:05,6:59,7:11,7:11
7:14,7:15,7:15,7:06,7:20,7:20
7:22,7:25,7:25,7:12,7:29,7:29
7:29,7:35,7:35,7:17,7:38,7:38
7:37,7:45,7:45,7:22,7:46,7:46
7:43,7:54,7:54,7:27,7:54,7:54
7:49,8:03,8:03,7:32,8:02,8:02
7:55,8:12,8:12,7:37,8:10,8:10
8:02,8:21,8:21,7:42,8:18,8:18
8:07,8:30,8:30,7:47,8:26,8:26
8:12,8:39,8:39,7:52,8:34,8:34
8:17,8:48,8:48,7:57,8:42,8:42
8:22,8:57,8:57,8:02,8:50,8:50
8:27,9:06,9:06,8:07,8:58,8:58
8:31,9:15,9:15,8:12,9:06,9:06
8:36,9:24,9:24,8:17,9:14,9:14
8:41,9:33,9:33,8:22,9:22,9:22
8:46,9:42,9:42,8:27,9:30,9:30
8:51,9:50,9:50,8:32,9:38,9:38
8:56,9:58,9:58,8:37,9:46,9:46
9:01,10:06,10:06,8:43,9:54,9:54
9:07,10:14,10:14,8:49,10:02,10:02
9:12,10:22,10:22,8:55,10:10,10:10
9:17,10:30,10:30,9:01,10:18,10:18
9:23,10:38,10:38,9:08,10:26,10:26
9:30,10:46,10:46,9:15,10:34,10:34
9:37,10:54,10:54,9:22,10:42,10:42
9:44,11:02,11:02,9:29,10:50,10:50
9:51,11:10,11:10,9:36,10:58,10:58
9:58,11:18,11:18,9:43,11:06,11:06
10:05,11:26,11:26,9:50,11:14,11:14
10:12,11:34,11:34,9:57,11:22,11:22
10:19,11:42,11:42,10:04,11:30,11:30
10:26,11:50,11:50,10:11,11:38,11:38
10:33,11:58,11:58,10:18,11:46,11:46
10:41,12:06,12:06,10:25,11:54,11:54
10:49,12:14,12:14,10:32,12:02,12:02
10:57,12:22,12:22,10:39,12:10,12:10
11:05,12:30,12:30,10:47,12:18,12:18
11:13,12:38,12:38,10:55,12:26,12:26
11:21,12:46,12:46,11:03,12:34,12:34
11:29,12:54,12:54,11:11,12:42,12:42
11:37,13:02,13:02,11:19,12:50,12:50
11:45,13:10,13:10,11:27,12:57,12:58
11:53,13:18,13:18,11:35,13:04,13:06
12:01,13:25,13:26,11:43,13:10,13:14
12:09,13:32,13:34,11:51,13:16,13:22
12:17,13:38,13:42,11:59,13:22,13:30
12:25,13:44,13:50,12:07,13:28,13:38
12:33,13:50,13:58,12:15,13:34,13:46
12:41,13:56,14:06,12:23,13:40,13:54
12:49,14:02,14:14,12:31,13:46,14:02
12:57,14:08,14:22,12:39,13:52,14:10
13:05,14:14,14:30,12:47,13:58,14:18
13:13,14:20,14:38,12:55,14:04,14:26
13:21,14:26,14:46,13:03,14:10,14:34
13:29,14:32,14:54,13:11,14:16,14:42
13:37,14:38,15:02,13:19,14:22,14:50
13:45,14:44,15:10,13:27,14:28,14:58
13:53,14:50,15:18,13:35,14:34,15:06
14:01,14:56,15:26,13:43,14:40,15:14
14:09,15:02,15:34,13:51,14:46,15:22
14:17,15:08,15:42,13:59,14:52,15:30
14:25,15:14,15:50,14:07,14:58,15:38
14:33,15:20,15:58,14:15,15:06,15:46
14:41,15:27,16:06,14:23,15:14,15:54
14:49,15:34,16:14,14:31,15:22,16:02
14:57,15:42,16:22,14:39,15:30,16:10
15:05,15:50,16:30,14:47,15:38,16:18
15:13,15:58,16:38,14:55,15:46,16:26
15:21,16:06,16:46,15:03,15:54,16:34
15:29,16:14,16:54,15:11,16:02,16:42
15:37,16:22,17:02,15:19,16:10,16:50
15:45,16:30,17:10,15:27,16:18,16:58
15:53,16:38,17:18,15:35,16:26,17:06
16:01,16:46,17:26,15:43,16:34,17:14
16:09,16:54,17:34,15:51,16:42,17:22
16:17,17:02,17:42,15:59,16:50,17:30
16:25,17:10,17:51,16:07,16:58,17:38
16:33,17:18,17:58,16:15,17:06,17:46
16:41,17:26,18:05,16:23,17:14,17:54
16:49,17:34,18:12,16:31,17:22,18:01
16:57,17:42,18:19,16:39,17:30,18:08
17:05,17:50,18:26,16:47,17:37,18:15
17:13,17:58,18:33,16:55,17:43,18:22
17:21,18:05,18:40,17:03,17:49,18:29
17:28,18:11,18:47,17:11,17:55,18:36
17:35,18:17,18:54,17:19,18:01,18:43
17:42,18:23,19:01,17:27,18:07,18:50
17:50,18:29,19:08,17:34,18:13,18:57
17:56,18:35,19:15,17:41,18:19,19:04
18:03,18:41,19:22,17:48,18:25,19:11
18:10,18:47,19:29,17:54,18:31,19:18
18:17,18:53,19:36,18:00,18:37,19:25
18:25,18:59,19:43,18:05,18:43,19:32
18:31,19:05,19:50,18:10,18:49,19:39
18:36,19:11,19:57,18:15,18:55,19:46
18:41,19:17,20:03,18:20,19:01,19:53
18:46,19:23,20:10,18:25,19:07,20:00
18:51,19:29,20:17,18:30,19:13,20:07
18:56,19:35,20:24,18:35,19:19,20:15
19:01,19:41,20:31,18:40,19:25,20:23
19:06,19:47,20:38,18:45,19:31,20:31
19:11,19:53,20:45,18:50,19:37,20:39
19:16,19:59,20:52,18:55,19:43,20:47
19:22,20:05,20:59,19:00,19:51,20:55
19:26,20:11,21:07,19:05,19:59,21:03
19:31,20:17,21:15,19:10,20:07,21:11
19:37,20:23,21:23,19:15,20:15,21:20
19:41,20:29,21:31,19:20,20:23,21:29
19:46,20:36,21:39,19:25,20:31,21:38
19:51,20:43,21:47,19:32,20:39,21:47
19:57,20:51,21:55,19:39,20:47,21:56
20:02,20:59,22:03,19:47,20:55,22:05
20:08,21:07,22:11,19:55,21:03,22:14
20:15,21:15,22:19,20:03,21:11,22:23
20:22,21:23,22:28,20:11,21:20,22:33
20:29,21:31,22:37,20:19,21:29,22:43
20:36,21:39,22:46,20:27,21:38,22:54
20:43,21:47,22:56,20:35,21:47,23:05
20:50,21:55,23:06,20:43,21:56,23:16
20:57,22:03,23:16,20:51,22:05,23:27
21:05,22:11,23:27,21:00,22:14,23:38
21:13,22:19,23:40,21:09,22:23,23:53
21:21,22:28,,21:18,22:33,
21:29,22:37,,21:27,22:43,
21:37,22:46,,21:36,22:54,
21:45,22:56,,21:45,23:05,
21:53,23:06,,21:54,23:16,
22:01,23:16,,22:03,23:27,
22:10,23:27,,22:13,23:38,
22:19,23:40,,22:23,23:53,
22:28,,,22:33,,
22:37,,,22:43,,
22:46,,,22:54,,
22:56,,,23:05,,
23:06,,,23:16,,
23:16,,,23:27,,
23:27,,,23:38,,
23:40,,,23:53,,
