상행평일,상행토요일,상행휴일,하행평일,하행토요일,하행휴일
5:36,5:36,5:36,6:05,6:05,6:05
5:47,5:47,5:47,6:19,6:19,6:19
5:58,5:58,5:58,6:29,6:29,6:29
6:09,6:09,6:09,6:39,6:39,6:39
6:19,6:20,6:20,6:47,6:49,6:49
6:29,6:30,6:30,6:54,6:59,6:59
6:39,6:40,6:40,7:01,7:09,7:09
6:49,6:50,6:50,7:08,7:18,7:18
6:59,7:00,7:00,7:15,7:27,7:27
7:07,7:10,7:10,7:22,7:36,7:36
7:14,7:20,7:20,7:28,7:45,7:45
7:21,7:30,7:30,7:33,7:54,7:54
7:28,7:39,7:39,7:38,8:02,8:02
7:34,7:48,7:48,7:43,8:10,8:10
7:40,7:57,7:57,7:48,8:18,8:18
7:46,8:06,8:06,7:53,8:26,8:26
7:51,8:15,8:15,7:58,8:34,8:34
7:56,8:24,8:24,8:03,8:42,8:42
8:01,8:33,8:33,8:08,8:50,8:50
8:06,8:42,8:42,8:13,8:58,8:58
8:11,8:51,8:51,8:18,9:06,9:06
8:16,9:00,9:00,8:23,9:14,9:14
8:21,9:09,9:09,8:28,9:22,9:22
8:26,9:18,9:18,8:33,9:30,9:30
8:31,9:27,9:27,8:38,9:38,9:38
8:36,9:35,9:35,8:43,9:46,9:46
8:41,9:43,9:43,8:48,9:54,9:54
8:46,9:51,9:51,8:53,10:02,10:02
8:51,9:59,9:59,8:59,10:10,10:10
8:56,10:07,10:07,9:05,10:18,10:18
9:02,10:15,10:15,9:11,10:26,10:26
9:08,10:23,10:23,9:17,10:34,10:34
9:15,10:31,10:31,9:24,10:42,10:42
9:22,10:39,10:39,9:31,10:50,10:50
9:29,10:47,10:47,9:38,10:58,10:58
9:36,10:55,10:55,9:45,11:06,11:06
9:43,11:03,11:03,9:52,11:14,11:14
9:50,11:11,11:11,9:59,11:22,11:22
9:57,11:19,11:19,10:06,11:30,11:30
10:04,11:27,11:27,10:13,11:38,11:38
10:11,11:35,11:35,10:20,11:46,11:46
10:18,11:43,11:43,10:27,11:54,11:54
10:26,11:51,11:51,10:34,12:02,12:02
10:34,11:59,11:59,10:41,12:10,12:10
10:42,12:07,12:07,10:48,12:18,12:18
10:50,12:15,12:15,10:55,12:26,12:26
10:58,12:23,12:23,11:03,12:34,12:34
11:06,12:31,12:31,11:11,12:42,12:42
11:14,12:39,12:39,11:19,12:50,12:50
11:22,12:47,12:47,11:27,12:58,12:58
11:30,12:55,12:55,11:35,13:06,13:06
11:38,13:03,13:03,11:43,13:13,13:14
11:46,13:10,13:11,11:51,13:20,13:22
11:54,13:17,13:19,11:59,13:26,13:30
12:02,13:23,13:27,12:07,13:32,13:38
12:10,13:29,13:35,12:15,13:38,13:46
12:18,13:35,13:43,12:23,13:44,13:54
12:26,13:41,13:51,12:31,13:50,14:02
12:34,13:47,13:59,12:39,13:56,14:10
12:42,13:53,14:07,12:47,14:02,14:18
12:50,13:59,14:15,12:55,14:08,14:26
12:58,14:05,14:23,13:03,14:14,14:34
13:06,14:11,14:31,13:11,14:20,14:42
13:14,14:17,14:39,13:19,14:26,14:50
13:22,14:23,14:47,13:27,14:32,14:58
13:30,14:29,14:55,13:35,14:38,15:06
13:38,14:35,15:03,13:43,14:44,15:14
13:46,14:41,15:11,13:51,14:50,15:22
13:54,14:47,15:19,13:59,14:56,15:30
14:02,14:53,15:27,14:07,15:02,15:38
14:10,14:59,15:35,14:15,15:08,15:46
14:18,15:05,15:43,14:23,15:14,15:54
14:26,15:12,15:51,14:31,15:22,16:02
14:34,15:19,15:59,14:39,15:30,16:10
14:42,15:27,16:07,14:47,15:38,16:18
14:50,15:35,16:15,14:55,15:46,16:26
14:58,15:43,16:23,15:03,15:54,16:34
15:06,15:51,16:31,15:11,16:02,16:42
15:14,15:59,16:39,15:19,16:10,16:50
15:22,16:07,16:47,15:27,16:18,16:58
15:30,16:15,16:55,15:35,16:26,17:06
15:38,16:23,17:03,15:43,16:34,17:14
15:46,16:31,17:11,15:51,16:42,17:22
15:54,16:39,17:19,15:59,16:50,17:30
