상행평일,상행토요일,상행휴일,하행평일,하행토요일,하행휴일
5:49,5:49,5:49,5:37,5:37,5:37
6:04,6:04,6:04,5:51,5:51,5:51
6:15,6:15,6:15,6:01,6:01,6:01
6:26,6:26,6:26,6:11,6:11,6:11
6:37,6:37,6:37,6:19,6:21,6:21
6:47,6:48,6:48,6:26,6:31,6:31
6:57,6:58,6:58,6:33,6:41,6:41
7:07,7:08,7:08,6:40,6:50,6:50
7:17,7:18,7:18,6:47,6:59,6:59
7:27,7:28,7:28,6:54,7:08,7:08
7:35,7:38,7:38,7:00,7:17,7:17
7:42,7:48,7:48,7:05,7:26,7:26
7:49,7:58,7:58,7:10,7:34,7:34
7:56,8:07,8:07,7:15,7:42,7:42
8:02,8:16,8:16,7:20,7:50,7:50
8:08,8:25,8:25,7:25,7:58,7:58
8:14,8:34,8:34,7:30,8:06,8:06
8:19,8:43,8:43,7:35,8:14,8:14
8:24,8:52,8:52,7:40,8:22,8:22
8:29,9:01,9:01,7:45,8:30,8:30
8:34,9:10,9:10,7:50,8:38,8:38
8:39,9:19,9:19,7:55,8:46,8:46
8:44,9:28,9:28,8:00,8:54,8:54
8:49,9:37,9:37,8:05,9:02,9:02
8:54,9:46,9:46,8:10,9:10,9:10
8:59,9:55,9:55,8:15,9:18,9:18
9:04,10:03,10:03,8:20,9:26,9:26
9:09,10:11,10:11,8:25,9:34,9:34
9:14,10:19,10:19,8:31,9:42,9:42
9:19,10:27,10:27,8:37,9:50,9:50
9:24,10:35,10:35,8:43,9:58,9:58
9:30,10:43,10:43,8:49,10:06,10:06
9:36,10:51,10:51,8:56,10:14,10:14
9:43,10:59,10:59,9:03,10:22,10:22
9:50,11:07,11:07,9:10,10:30,10:30
9:57,11:15,11:15,9:17,10:38,10:38
10:04,11:23,11:23,9:24,10:46,10:46
10:11,11:31,11:31,9:31,10:54,10:54
10:18,11:39,11:39,9:38,11:02,11:02
10:25,11:47,11:47,9:45,11:10,11:10
10:32,11:55,11:55,9:52,11:18,11:18
10:39,12:03,12:03,9:59,11:26,11:26
10:46,12:11,12:11,10:06,11:34,11:34
10:54,12:19,12:19,10:13,11:42,11:42
11:02,12:27,12:27,10:20,11:50,11:50
11:10,12:35,12:35,10:27,11:58,11:58
11:18,12:43,12:43,10:35,12:06,12:06
11:26,12:51,12:51,10:43,12:14,12:14
11:34,12:59,12:59,10:51,12:22,12:22
11:42,13:07,13:07,10:59,12:30,12:30
11:50,13:15,13:15,11:07,12:38,12:38
11:58,13:23,13:23,11:15,12:45,12:46
12:06,13:31,13:31,11:23,12:52,12:54
12:14,13:38,13:39,11:31,12:58,13:02
12:22,13:45,13:47,11:39,13:04,13:10
12:30,13:51,13:55,11:47,13:10,13:18
12:38,13:57,14:03,11:55,13:16,13:26
12:46,14:03,14:11,12:03,13:22,13:34
12:54,14:09,14:19,12:11,13:28,13:42
13:02,14:15,14:27,12:19,13:34,13:50
13:10,14:21,14:35,12:27,13:40,13:58
13:18,14:27,14:43,12:35,13:46,14:06
13:26,14:33,14:51,12:43,13:52,14:14
13:34,14:39,14:59,12:51,13:58,14:22
13:42,14:45,15:07,12:59,14:04,14:30
13:50,14:51,15:15,13:07,14:10,14:38
13:58,14:57,15:23,13:15,14:16,14:46
14:06,15:03,15:31,13:23,14:22,14:54
14:14,15:09,15:39,13:31,14:28,15:02
14:22,15:15,15:47,13:39,14:34,15:10
14:30,15:21,15:55,13:47,14:40,15:18
14:38,15:27,16:03,13:55,14:46,15:26
14:46,15:33,16:11,14:03,14:54,15:34
14:54,15:40,16:19,14:11,15:02,15:42
15:02,15:47,16:27,14:19,15:10,15:50
