상행평일,상행토요일,상행휴일,하행평일,하행토요일,하행휴일
6:00,6:00,6:00,5:39,5:39,5:39
6:15,6:15,6:15,5:49,5:49,5:49
6:26,6:26,6:26,5:59,5:59,5:59
6:37,6:37,6:37,6:07,6:09,6:09
6:48,6:48,6:48,6:14,6:19,6:19
6:58,6:59,6:59,6:21,6:29,6:29
7:08,7:09,7:09,6:28,6:38,6:38
7:18,7:19,7:19,6:35,6:47,6:47
7:28,7:29,7:29,6:42,6:56,6:56
7:38,7:39,7:39,6:48,7:05,7:05
7:46,7:49,7:49,6:53,7:14,7:14
7:53,7:59,7:59,6:58,7:22,7:22
8:01,8:09,8:09,7:03,7:30,7:30
8:07,8:18,8:18,7:08,7:38,7:38
8:13,8:27,8:27,7:13,7:46,7:46
8:19,8:36,8:36,7:18,7:54,7:54
8:26,8:45,8:45,7:23,8:02,8:02
8:31,8:54,8:54,7:28,8:10,8:10
8:36,9:03,9:03,7:33,8:18,8:18
8:41,9:12,9:12,7:38,8:26,8:26
8:46,9:21,9:21,7:43,8:34,8:34
8:51,9:30,9:30,7:48,8:42,8:42
8:55,9:39,9:39,7:53,8:50,8:50
9:00,9:48,9:48,7:58,8:58,8:58
9:05,9:57,9:57,8:03,9:06,9:06
9:10,10:06,10:06,8:08,9:14,9:14
9:15,10:14,10:14,8:13,9:22,9:22
9:20,10:22,10:22,8:19,9:30,9:30
9:25,10:30,10:30,8:25,9:38,9:38
9:31,10:38,10:38,8:31,9:46,9:46
9:36,10:46,10:46,8:37,9:54,9:54
9:41,10:54,10:54,8:44,10:02,10:02
9:47,11:02,11:02,8:51,10:10,10:10
9:54,11:10,11:10,8:58,10:18,10:18
10:01,11:18,11:18,9:05,10:26,10:26
10:08,11:26,11:26,9:12,10:34,10:34
10:15,11:34,11:34,9:19,10:42,10:42
10:22,11:42,11:42,9:26,10:50,10:50
10:29,11:50,11:50,9:33,10:58,10:58
10:36,11:58,11:58,9:40,11:06,11:06
10:43,12:06,12:06,9:47,11:14,11:14
10:50,12:14,12:14,9:54,11:22,11:22
10:57,12:22,12:22,10:01,11:30,11:30
11:05,12:30,12:30,10:08,11:38,11:38
11:13,12:38,12:38,10:15,11:46,11:46
11:21,12:46,12:46,10:23,11:54,11:54
11:29,12:54,12:54,10:31,12:02,12:02
11:37,13:02,13:02,10:39,12:10,12:10
11:45,13:10,13:10,10:47,12:18,12:18
11:53,13:18,13:18,10:55,12:26,12:26
12:01,13:26,13:26,11:03,12:33,12:34
12:09,13:34,13:34,11:11,12:40,12:42
12:17,13:42,13:42,11:19,12:46,12:50
12:25,13:49,13:50,11:27,12:52,12:58
12:33,13:56,13:58,11:35,12:58,13:06
12:41,14:02,14:06,11:43,13:04,13:14
12:49,14:08,14:14,11:51,13:10,13:22
12:57,14:14,14:22,11:59,13:16,13:30
13:05,14:20,14:30,12:07,13:22,13:38
13:13,14:26,14:38,12:15,13:28,13:46
13:21,14:32,14:46,12:23,13:34,13:54
13:29,14:38,14:54,12:31,13:40,14:02
13:37,14:44,15:02,12:39,13:46,14:10
13:45,14:50,15:10,12:47,13:52,14:18
13:53,14:56,15:18,12:55,13:58,14:26
14:01,15:02,15:26,13:03,14:04,14:34
14:09,15:08,15:34,13:11,14:10,14:42
14:17,15:14,15:42,13:19,14:16,14:50
14:25,15:20,15:50,13:27,14:22,14:58
14:33,15:26,15:58,13:35,14:28,15:06
14:41,15:32,16:06,13:43,14:34,15:14
14:49,15:38,16:14,13:51,14:42,15:22
14:57,15:44,16:22,13:59,14:50,15:30
15:05,15:51,16:30,14:07,14:58,15:38
15:13,15:58,16:38,14:15,15:06,15:46
15:21,16:06,16:46,14:23,15:14,15:54
15:29,16:14,16:54,14:31,15:22,16:02
15:37,16:22,17:02,14:39,15:30,16:10
15:45,16:30,17:10,14:47,15:38,16:18
15:53,16:38,17:18,14:55,15:46,16:26
16:01,16:46,17:26,15:03,15:54,16:34
16:09,16:54,17:34,15:11,16:02,16:42
16:17,17:02,17:42,15:19,16:10,16:50
16:25,17:10,17:50,15:27,16:18,16:58
16:33,17:18,17:58,15:35,16:26,17:06
16:41,17:26,18:06,15:43,16:34,17:14
16:49,17:34,18:15,15:51,16:42,17:22
16:57,17:42,18:22,15:59,16:50,17:30
17:05,17:50,18:29,16:07,16:58,17:37
17:13,17:58,18:36,16:15,17:06,17:44
17:21,18:06,18:43,16:23,17:13,17:51
17:29,18:14,18:50,16:31,17:19,17:58
17:37,18:22,18:57,16:39,17:25,18:05
17:45,18:29,19:04,16:47,17:31,18:12
17:52,18:35,19:11,16:55,17:37,18:19
17:59,18:41,19:18,17:03,17:43,18:26
18:06,18:47,19:25,17:10,17:49,18:33
18:14,18:53,19:32,17:17,17:55,18:40
18:20,18:59,19:39,17:24,18:01,18:47
18:27,19:05,19:46,17:30,18:07,18:54
18:34,19:11,19:53,17:36,18:13,19:01
18:41,19:17,20:00,17:41,18:19,19:08
18:49,19:23,20:07,17:46,18:25,19:15
18:55,19:29,20:14,17:51,18:31,19:22
19:00,19:35,20:21,17:56,18:37,19:29
19:05,19:41,20:27,18:01,18:43,19:36
19:10,19:47,20:34,18:06,18:49,19:43
19:15,19:53,20:41,18:11,18:55,19:51
19:20,19:59,20:48,18:16,19:01,19:59
19:25,20:05,20:55,18:21,19:07,20:07
19:30,20:11,21:02,18:26,19:13,20:15
19:35,20:17,21:09,18:31,19:19,20:23
19:40,20:23,21:16,18:36,19:27,20:31
19:46,20:29,21:23,18:41,19:35,20:39
19:50,20:35,21:31,18:46,19:43,20:47
19:55,20:41,21:39,18:51,19:51,20:56
20:01,20:47,21:47,18:56,19:59,21:05
20:05,20:53,21:55,19:01,20:07,21:14
20:10,21:00,22:03,19:08,20:15,21:23
20:15,21:07,22:11,19:15,20:23,21:32
20:21,21:15,22:19,19:23,20:31,21:41
20:26,21:23,22:27,19:31,20:39,21:50
20:32,21:31,22:35,19:39,20:47,21:59
20:39,21:39,22:43,19:47,20:56,22:09
20:46,21:47,22:52,19:55,21:05,22:19
20:53,21:55,23:01,20:03,21:14,22:30
21:00,22:03,23:10,20:11,21:23,22:41
21:07,22:11,23:20,20:19,21:32,22:52
21:14,22:19,23:30,20:27,21:41,23:03
21:21,22:27,23:40,20:36,21:50,23:14
21:29,22:35,23:51,20:45,21:59,23:29
21:37,22:43,,20:54,22:09,
21:45,22:52,,21:03,22:19,
21:53,23:01,,21:12,22:30,
22:01,23:10,,21:21,22:41,
22:09,23:20,,21:30,22:52,
22:17,23:30,,21:39,23:03,
22:25,23:40,,21:49,23:14,
22:34,23:51,,21:59,23:29,
22:43,,,22:09,,
22:52,,,22:19,,
23:01,,,22:30,,
23:10,,,22:41,,
23:20,,,22:52,,
23:30,,,23:03,,
23:40,,,23:14,,
23:51,,,23:29,,
